COL1;COL2;COL3;COL4;COL5;COL6;COL7;COL8;COL9;COL10;COL11;COL12;COL13;COL14;COL15;COL16;COL17;COL18;COL19;COL20;COL21;COL22;COL23;COL24;COL25;COL26;COL27;COL28;COL29;COL30;COL31;COL32;COL33;COL34;COL35;COL36;COL37;COL38;COL39;COL40
0.150789474;0.149162791;0.157675676;0.153545455;0.154038462;0.155981818;0.157238806;0.1569;0.159794872;0.168341463;0.157448529;0.16538806;0.17890411;0.177717172;0.162894737;0.15615625;0.155782609;0.156;0.1595;0.1755;0.136;0.136222222;0.1454;0.144741936;0.142369565;0.13944086;0.151826087;0.153245033;0.156090909;0.166028986;0.139384615;0.140857143;0.146938144;0.145714286;0.144722222;0.140723077;0.147625;0.15408;0.159727273;0.172
0.084759259;0.085545455;0.086148936;0.086;0.08756;0.091897959;0.094708333;0.09516;0.0955;0.095947368;0.084760417;0.08547541;0.08580315;0.086431818;0.086621212;0.087430894;0.093409836;0.094592593;0.095295455;0.096307692;0.108655172;0.111888889;0.112472222;0.113111111;0.113388889;0.113087719;0.113511905;0.113883721;0.114444444;0.114444444;0.109114754;0.109948718;0.111214286;0.112685185;0.11312963;0.113857143;0.114491379;0.114203704;0.114122642;0.114444444
10.59447449;12.55532292;17.78925;20.96094737;21.54429032;21.72363954;22.01113726;22.05874039;22.27682692;22.45310744;11.39412409;14.55248734;19.19313402;22.73571628;24.74234177;25.28206707;25.49656051;25.27110219;24.66257831;24.18210938;10.67594681;12.99095652;17.27256482;19.74790426;21.24390196;21.48524691;21.61406957;21.63784496;21.63190845;21.60754546;11.43124615;14.20348039;18.70876;22.17939691;23.94031169;24.51549123;24.85514943;24.5776129;23.99236539;23.62827143
0.079293333;0.078714286;0.078137255;0.078818182;0.076875;0.073655172;0.073409639;0.070354331;0.065435897;0.064806452;0.074494226;0.071297368;0.070760814;0.069362245;0.075228395;0.076004367;0.07387931;0.0715;0.07645;0.0876;0.095;0.091727273;0.08975;0.0874375;0.087507937;0.091137725;0.093340237;0.089262997;0.083003945;0.079094828;0.097382023;0.096756757;0.097421053;0.096641177;0.095035573;0.093815476;0.09355914;0.090791667;0.09075;0.090931818
11.32442857;11.31711111;11.43582353;11.43582353;11.4395;11.3654375;11.0833;11.04969231;11.04969231;10.34327586;11.55263889;11.62328947;11.77669231;11.77669231;11.79904878;11.7529;11.48538889;11.4449375;11.425;10.78325;9.418307692;8.680083333;8.674153846;8.674153846;8.296615385;8.37475;8.767;8.579791667;8.383961539;8.018350649;9.093058824;8.895772727;8.903434783;8.7176;8.582785714;8.450774194;8.579057143;8.579057143;8.508237288;8.288607143
1.344342857;1.330461539;1.330461539;1.348244898;1.319235294;1.145071429;1.148222222;1.150565217;1.151363636;1.150698113;1.350705882;1.3171;1.322431818;1.317632653;1.30509434;1.157;1.0836;1.0836;1.08737037;1.108;0.8853;0.858058824;0.852444444;0.848941177;0.845;0.862619048;0.865142857;0.86375;0.858973684;0.855044776;0.855666667;0.859767442;0.85672;0.842614035;0.836583333;0.836583333;0.836583333;0.836583333;0.833083333;0.821615385
1.190644444;1.357887851;1.604934959;1.659677966;1.729608;1.731460733;1.762401163;1.938117057;2.007346479;1.960719223;1.207023923;1.416328205;1.65537594;1.744043796;1.892285714;1.852739394;1.835955882;1.834669173;1.85452;1.893544118;1.14908;1.1284;1.143919355;1.212741135;1.305210526;1.365111111;1.391899471;1.400270718;1.404032468;1.430652174;0.999883721;1.04212234;1.066682171;1.091619658;1.176810976;1.204871212;1.212665025;1.211541237;1.20619863;1.203652778
0.275736842;0.274304348;0.269850746;0.264441861;0.254891026;0.245925926;0.238011494;0.222934483;0.21181383;0.20728215;0.271638095;0.264643564;0.255461111;0.246017544;0.23720155;0.232175141;0.226930556;0.219802817;0.211293233;0.201087912;0.29276;0.312775701;0.319127049;0.296153846;0.281184739;0.271910781;0.263936893;0.254560606;0.244639752;0.233716049;0.330136364;0.323446429;0.304664922;0.279193694;0.269519841;0.261911184;0.255504202;0.246225225;0.237035928;0.22675
0.022835938;0.021453258;0.020664706;0.021;0.02492638;0.026952096;0.020683908;0.017518265;0.016262735;0.018792964;0.022245283;0.019986111;0.02004321;0.020096;0.022567935;0.023959248;0.020636364;0.020634058;0.019175;0.020974074;0.028323944;0.025439914;0.026298296;0.026146342;0.030851852;0.032736508;0.025787645;0.025626168;0.024420635;0.026380091;0.029219431;0.025833962;0.024320896;0.02442517;0.028423237;0.030509934;0.025535714;0.025144963;0.024049242;0.026667447
39.41916327;39.0863871;38.4069375;37.551;36.945;37.10423529;37.62495238;38.05517391;34.15502273;34.45392593;40.5612766;40.83684483;40.39232432;40.33564474;39.85375;39.9280241;39.58273684;39.61105263;35.2715;35.99968421;39.24513793;38.82330303;38.20629412;37.80427586;36.91828571;37.03590698;37.5675;37.99532353;33.85597468;32.36575207;40.31068182;40.61822917;40.2807;40.03863218;39.4707;39.48354128;39.55663158;39.30718519;35.18478205;35.91344444
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.282828452;1.102982677;0.866953623;0.640811594;0.590750973;0.58655102;0.661486647;0.953657583;1.034953634;1.14538863;1.556706612;3.991070248;3.408052459;3.527010767;3.519339964;3.249653784;2.536861842;2.484699262;2.116761124;1.689779487;1.267272201;1.089727941;0.808014599;0.58562828;0.545461707;0.55363035;0.643964789;0.965904632;1.123114035;1.255902344;1.559157128;1.782846154;2.272897906;2.736524854;2.864094178;2.757057796;2.383470497;2.297180115;2.097785714;1.750222028
0.1119;0.1119;0.11195;0.113125;0.1112;0.109625;0.1081;0.107909091;0.107909091;0.108714286;0.1135;0.112518519;0.112446154;0.112081081;0.112210526;0.109809524;0.108153846;0.107384615;0.107181818;0.1079;0.107;0.105125;0.104529412;0.1035;0.1035;0.103818182;0.103375;0.102818182;0.103130435;0.104181818;0.105125;0.1041875;0.103285714;0.10288;0.1027;0.1027;0.1026;0.1021;0.10225;0.103
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32.74191403;32.34106504;32.10721053;30.96146154;30.49691667;30.12939231;28.94980509;28.10632911;18.79369942;13.62389904;33.84864;33.90788525;34.01069065;33.8239899;33.3286;33.25753514;32.33495263;31.841488;25.10196335;19.30373684;26.35969118;24.11453846;23.99958865;23.75892523;23.26671015;22.70233696;22.10470992;21.6882459;14.29693333;9.685200758;26.83410127;25.08247619;25.04221905;24.61378857;24.66030882;24.40247982;23.70128571;23.1876051;15.88083772;11.16941441
12.34322857;12.341;14.47658824;14.47658824;14.50392857;14.52675;14.6831;14.65453846;14.65453846;14.64334483;12.51511111;12.58697368;14.78738462;14.78738462;14.80107317;14.80157143;15.07444444;15.0413125;15.01926923;14.879375;12.359;11.86333333;13.46307692;13.46307692;12.80953846;13.058375;13.60941177;13.33016667;13.03661539;12.75190909;12.11270588;12.01145455;13.68034783;13.42076;13.25453571;13.09696774;13.31562857;13.31562857;13.20635593;13.16607143
28.32929787;33.423325;37.94396;37.35783333;38.41576471;38.01227273;37.72826923;37.74263793;38.10265517;38.48510417;29.59976191;35.14525;39.95971429;40.46622973;42.33991667;42.69725641;42.68738462;42.36691667;41.40085714;40.88483333;28.21921053;33.24627586;37.58628571;36.85989744;38.2761579;37.95612;37.73425807;37.6751194;37.94180556;37.78404098;29.13311111;34.87151852;39.4105814;39.9406875;42.09912821;42.28226829;42.356;42.0805641;41.18004167;40.79090476
0.210801282;0.21569509;0.244698925;0.259950355;0.262252475;0.264786408;0.217095406;0.182115672;0.1729575;0.179409211;0.209162304;0.202444444;0.221472;0.229692811;0.231927313;0.236982143;0.209300813;0.185563686;0.177035573;0.182294118;0.225107843;0.228923077;0.265965087;0.280806452;0.282439759;0.284081851;0.234379085;0.208921466;0.197537736;0.200445087;0.224548287;0.223221344;0.244798137;0.25510453;0.257898925;0.262680804;0.224609037;0.199517815;0.189662791;0.196190367
0.139292929;0.144115942;0.147272727;0.156358974;0.173508197;0.186706422;0.200843023;0.205430769;0.217726563;0.237591667;0.134769036;0.134808023;0.139171196;0.138742938;0.173545752;0.194802469;0.198627119;0.21805;0.243625;0.245142857;0.1718;0.174833333;0.177125;0.17372973;0.203782051;0.238924051;0.250726471;0.2486125;0.250637597;0.26232872;0.181989247;0.19209901;0.201852349;0.201773585;0.235016878;0.248626984;0.263076923;0.258675676;0.264454546;0.262111111
0.779666667;0.798461539;0.759304348;0.782888889;0.7474;0.708190476;0.710980392;0.703954546;0.639275;0.626472222;0.751841772;0.726580952;0.682550218;0.681592593;0.711587629;0.700025317;0.706575758;0.698652174;0.628333333;0.619666667;0.95725;0.9509;0.846;0.8519;0.832368421;0.833096774;0.813357798;0.810983333;0.740509091;0.721412214;0.964064516;0.96096875;0.860458333;0.862207547;0.844265432;0.818279412;0.822758621;0.794175;0.721071429;0.715125
0.317821429;0.326069767;0.350944444;0.374818182;0.372791667;0.383673077;0.431686747;0.447512195;0.473694444;0.489102564;0.316316667;0.319362869;0.337015504;0.345020921;0.385352459;0.399735294;0.437357143;0.463727273;0.477333333;0.4892;0.366;0.375125;0.399470588;0.408380952;0.424033333;0.455242857;0.496025;0.508020408;0.541740741;0.551162069;0.386941177;0.399328125;0.432698925;0.44196;0.457392157;0.476471015;0.505914286;0.51775;0.542476191;0.552866667
0.008272277;0.005001835;0.005131035;0.005139535;0.00512381;0.005105634;0.004735974;0.003748735;0.00384153;0.006292976;0.011618091;0.001822642;0.001808696;0.001807453;0.0018159;0.001992308;0.002320513;0.002132231;0.002410891;0.00536534;0.011862333;0.00564539;0.006665552;0.006819549;0.006573276;0.006177866;0.005769953;0.005314176;0.005170306;0.007451724;0.012678937;0.003892157;0.003107527;0.002713523;0.002641234;0.002817694;0.003107644;0.002904494;0.00300396;0.007419657
7.563857143;7.564595238;7.744772727;7.7345;7.7118;7.5715;7.46915;7.463318182;6.515159091;5.566527273;7.667403846;7.710066667;7.904438597;7.909745763;7.915557377;7.84244086;7.684509804;7.6635;6.907965517;5.642230769;7.490176471;7.449393939;7.521529412;7.518314286;7.456785714;7.428944444;7.396451613;7.385025641;6.460662791;5.532794702;7.518888889;7.564692308;7.656615385;7.652988506;7.644680851;7.628731482;7.595017544;7.588351852;6.717425287;5.623518519
2.766370226;7.603584792;19.44514912;22.17517211;22.88313174;23.06646312;23.09776233;22.95255556;21.703639;14.24031466;2.173755864;8.109908419;22.92585521;27.71363119;27.61653392;26.79795973;26.66179553;26.39513731;24.3063354;15.1691937;2.290833106;9.130901895;19.10180163;21.69634948;22.57331361;22.80804571;22.80615238;22.60689412;21.41640566;13.96488506;2.048744886;7.095752606;19.86184;24.55809877;25.50135831;26.00492771;26.03196061;25.5906625;23.85470968;14.33578889
0.554010949;0.469150621;0.327494152;0.242568702;0.236345238;0.238222874;0.237029228;0.218248237;0.217130435;0.229926164;0.574596059;0.298740586;0.261669872;0.264039927;0.263097528;0.261557377;0.257223048;0.261299517;0.261071759;0.256605665;0.653135878;0.52762236;0.419467427;0.282609842;0.266131222;0.261632163;0.259497258;0.257727599;0.262479167;0.27276161;0.669814229;0.36536891;0.271033097;0.276150278;0.278420664;0.279505852;0.277632298;0.283092251;0.288068273;0.286412577
0.002;0.002081081;0.002040541;0.002;0.001697479;0.001763496;0.001790323;0.001898496;0.002;0.002;0.002;0.002;0.002;0.002;0.001;0.001;0.001;0.002388889;0.002170732;0.002;0.001188285;0.001246212;0.001248092;0.001587459;0.002;0.002;0.002014787;0.002099174;0.002049587;0.002;0.001;0.001;0.001;0.001587459;0.002;0.002;0.002014787;0.002099174;0.002049587;0.002
1.1189;1.1169;1.0911;1.107125;1.0322;1.024875;1.0119;1.006181818;0.999181818;0.977285714;1.1209375;1.081148148;1.052246154;1.031027027;1.024947368;0.952666667;0.908;0.909153846;0.908545455;0.9159;1.001;1.054375;0.998058824;1.025;1.023333333;1.025545455;0.991375;1.000863636;0.998913044;1.006318182;0.9895;0.9866875;0.941452381;0.93384;0.923866667;0.919466667;0.887866667;0.888133333;0.897166667;0.931958333
30.40323077;30.1015614;30.75330556;31.35472727;30.32440476;30.0432069;30.06439394;29.92355882;29.88342857;30.1391831;30.82958;31.63363077;32.71326829;33.32738462;32.88927778;32.97776596;32.9562;31.16263954;29.75537037;29.79987879;30.12676316;29.97535;29.97272222;29.83553846;29.93633333;29.9826;29.71180556;29.6315814;29.50942857;29.28660227;30.59752941;31.395625;32.05738462;32.5069863;32.39876136;32.4965102;32.49412;30.97352632;29.39945455;29.29219048
47.20437368;49.57480189;53.02658491;52.89057143;49.49305556;50.90744444;51.89992983;53.70997458;51.0795;49.10733945;48.61664179;49.35701058;52.38658875;49.60174847;46.96243678;46.09528796;53.78996133;54.37769753;55.17164211;54.67461539;47.7120122;50.25682474;53.03551754;51.17773134;49.40183636;50.3771625;51.5359569;53.25018571;50.3013141;49.13250291;49.06266038;49.57165421;52.36866265;50.4322;48.0065988;47.10032979;53.67156701;54.54308671;54.51964912;53.78943939
19.5596087;19.55376923;19.11759091;18.94827273;18.35046667;18.22505263;18.12095652;18.2015;17.93516667;17.75465854;20.41766667;19.89293617;19.90983871;20.04645833;18.47131429;18.06233333;18.23108108;18.34636111;17.25696;14.79795652;19.45909524;19.37654546;18.794925;18.41269697;18.09935294;17.98604167;17.8862069;17.92122581;17.46485135;17.07372897;20.36571429;19.7150303;19.5908125;19.78350769;18.34433333;18.19530233;18.21937209;18.24804546;17.16456452;14.49320833
0.622532258;0.618851852;0.626148148;0.62845283;0.584862069;0.567944444;0.557740741;0.55531579;0.565866667;0.563141177;0.690586207;0.695507692;0.70519403;0.70495;0.695605634;0.658736842;0.641612903;0.641278689;0.643257143;0.620473684;0.46;0.451314286;0.470111111;0.470111111;0.470111111;0.484882353;0.48074359;0.478116279;0.487717391;0.480542553;0.502641026;0.507305556;0.526820513;0.52831579;0.530407407;0.548462963;0.55122807;0.548462963;0.554411765;0.537388889
31.09322619;31.10997087;33.07713846;34.56698667;35.95318667;38.05278448;37.65925352;37.52617647;29.21499355;27.21553293;32.5945;33.14488235;33.84340773;34.48531884;35.97010084;36.92623469;36.14503571;35.41528358;29.90087562;28.34354255;30.98611321;31.20906897;33.67032105;34.73698462;35.916384;37.62044578;37.51603615;37.34887013;28.94444211;26.28398068;32.16737778;32.39737895;33.23523256;33.82838281;35.50437857;36.94736555;36.05930247;35.33156917;29.54899184;27.24440288
0.676927711;0.6718;0.662983333;0.672814815;0.640764706;0.542176471;0.531181818;0.531740741;0.501923077;0.491864198;0.775809524;0.78609375;0.779496183;0.771707143;0.761244444;0.676311688;0.651931035;0.642192308;0.588076923;0.5674;0.502425;0.486636364;0.478977778;0.46931579;0.46931579;0.461157895;0.45675;0.445744898;0.425142857;0.415902542;0.558465116;0.555766667;0.551546667;0.543295455;0.544128713;0.533944444;0.532946429;0.533944444;0.504635135;0.497884615
0.922222222;0.948699029;0.979928571;1.012275449;1.042078313;1.066650685;1.08245977;1.172463816;1.415905512;1.493221116;0.928868644;0.991186275;1.034021277;1.077802817;1.121573427;1.134837037;1.140069444;1.146380282;1.255030075;1.388884393;0.866307692;0.861730769;0.866028249;0.889141791;0.913720721;0.925563536;0.929786096;0.936238889;1.152555556;1.297278261;0.840297922;0.87405102;0.903815094;0.926714286;0.947598361;0.963358491;0.96606422;0.96887;1.065079755;1.146825581
0.196828571;0.193577465;0.191333333;0.190042857;0.189419355;0.18719697;0.18522807;0.185948276;0.186875;0.190379747;0.201603175;0.200855932;0.198587302;0.198517986;0.197571429;0.197044444;0.203703704;0.206557377;0.207368421;0.209947368;0.224909091;0.21725;0.215685185;0.213777778;0.212925926;0.208315069;0.205477273;0.202823529;0.202962264;0.203772727;0.236448276;0.236125;0.234768293;0.23525;0.234981482;0.235017857;0.234327586;0.233205357;0.230494253;0.224851852
25.95591781;26.55433333;33.566525;35.46216667;36.64431579;36.04358974;35.29276405;34.87765957;34.851;27.44464474;27.4918209;31.90653333;37.75046296;37.23442781;35.61727559;35.51219118;33.16942636;30.50392035;30.4075873;27.4626875;25.59279412;27.17060638;32.54137333;33.58027185;36.17546154;35.99873333;35.0753211;34.52773485;34.66747917;28.63742413;27.04348387;31.63725926;37.22255422;36.90369231;36.01563768;35.78573077;33.08399371;30.23592857;30.1882;27.38084091
8.970852071;13.61595357;14.52396875;16.91670985;16.65953158;17.01477273;21.11694922;23.17554822;23.93957565;20.36319071;21.28002232;22.56412454;22.59967391;21.58101672;19.15473004;16.42064983;18.35704106;20.20118152;22.47042667;21.25775;8.023175356;11.1535945;11.62518806;15.16421637;15.32170642;16.39299655;20.85797445;23.30638462;23.89964362;19.34786693;21.30133058;21.91253476;21.61939419;20.79137079;18.58192429;15.8283518;18.17538367;20.02511539;22.41673699;20.82443162
0.07844523;0.062275385;0.062269006;0.056179105;0.055794466;0.055529762;0.056567816;0.064310496;0.064673655;0.069777184;0.082;0.050789116;0.051215022;0.048929596;0.047772727;0.047661367;0.048364706;0.047893905;0.049435127;0.059493151;0.072469745;0.055143033;0.054117005;0.0484;0.048540076;0.048579505;0.048086059;0.047738983;0.047311178;0.055724832;0.070573689;0.049;0.047536539;0.043089224;0.041944904;0.041624303;0.041645435;0.041036741;0.04094898;0.050591667
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.73790741;15.99012121;17.773375;17.858;13.55381818;13.47263889;13.887;14.33095652;12.36157778;12.90516667;14.12015217;15.75858621;16.93745946;16.50397561;15.03405;15.16631395;15.14278571;15.15297561;12.98480357;13.2495;14.55715152;16.4815;17.831;17.80447059;13.45126667;13.38722222;13.79481818;14.173;12.2005;11.49182308;14.07346667;15.8933617;17.41547826;16.87505682;14.741;14.92658036;14.93882759;14.91689286;12.8028046;13.08889744
8.121;8.132769231;8.330307692;8.31968;8.290666667;8.418666667;8.507142857;8.505642857;8.5392;6.632;7.569619048;7.416061225;7.5858;7.573823529;7.58304;7.476916667;7.42355;7.490147059;7.665;6.027083333;8.224117647;8.234833333;8.432666667;8.40231579;8.374375;8.369;8.464923077;8.461068966;8.493625;6.709833333;7.701333333;7.5716;7.74230303;7.690922078;7.675775;7.528465909;7.404645833;7.498675;7.599548387;6.068369565
38.99004296;42.57064317;42.00065657;35.93664286;34.52656;35.22120488;37.10446626;36.68453012;38.85842742;40.22487097;38.64628643;40.94940273;38.75781618;39.51717143;38.60067265;41.35139031;41.81200451;44.74787437;45.54416043;47.60109184;39.51649468;41.73832228;40.1671117;34.46404186;33.97953192;34.87158416;37.08902732;36.35955446;37.91945455;36.485547;39.57625556;41.48946111;39.99230882;39.17779722;38.84708257;40.8042465;41.0716748;43.80637991;44.99989427;47.14214546
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0.270953052;0.276917969;0.297358407;0.314293333;0.333493151;0.349351351;0.363023148;0.331960784;0.326161017;0.467130926;0.2790625;0.282472222;0.28730504;0.300970852;0.318544419;0.331679916;0.349018519;0.382781539;0.387691843;0.511487273;0.30653617;0.30858669;0.352056701;0.375301688;0.393576832;0.40528821;0.426365517;0.445565737;0.453753555;0.621953125;0.306831206;0.299211806;0.324235521;0.344956818;0.367045276;0.383285714;0.405921376;0.441431767;0.455714286;0.623883669
0.166157895;0.168827957;0.180115108;0.187244444;0.187965909;0.190836601;0.186437159;0.170194268;0.162518337;0.164597173;0.16818894;0.165985294;0.176861111;0.181021583;0.181363014;0.184785185;0.182645833;0.179676056;0.17512782;0.170342391;0.18572;0.1805;0.207972441;0.212987539;0.210973485;0.214622642;0.2118;0.207679612;0.204106509;0.199023256;0.175438636;0.17109375;0.201816754;0.207632727;0.206827206;0.210324675;0.208264706;0.205085586;0.203281437;0.200702703
34.60854546;34.85428125;34.48541177;33.259;32.0975;31.07811111;30.91352632;31.06890476;29.38540476;27.67305714;36.72679412;35.37471154;34.57504546;34.8088;31.96816901;29.00779487;29.05360526;29.19111111;27.8874;25.86052381;34.5583125;34.68480769;34.23096875;33.10516667;32.18132143;31.2629;30.95266667;30.80337931;29.27111111;27.81246465;36.44313333;35.30083333;34.25764;34.26125807;31.87933333;29.23244186;29.18574419;29.25761364;27.6106875;25.69408
9.692714286;10.13267073;10.57238158;8.405189655;8.437604651;9.33615873;9.706213115;9.797644444;9.357010417;8.117892562;10.91196939;11.4889596;14.38259649;13.33375;9.591971223;9.120020619;8.868989796;8.631111888;8.599313726;7.843842105;4.190189189;3.896;3.976419048;3.930076923;3.872911565;3.775918605;3.693121212;3.776923077;4.049634921;4.037638158;4.344245283;4.050742857;4.214775281;4.180520833;4.315476191;4.356033333;4.369933884;4.393692737;4.307684615;4.239141177
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0.532070175;0.5195;0.512341463;0.52325;0.500189189;0.4782;0.494670968;0.490591304;0.4874125;0.475540541;0.542805195;0.519021084;0.509042857;0.502590476;0.520458167;0.51232;0.494855422;0.4905;0.477555556;0.466666667;0.6125;0.5954;0.576545455;0.563925926;0.557169492;0.515016529;0.513492163;0.507803922;0.462856338;0.303077359;0.663824176;0.657;0.656651007;0.649301775;0.618855422;0.53863035;0.526241667;0.458971015;0.4509875;0.45
0.222261905;0.219139535;0.211454546;0.209023256;0.209866667;0.220384615;0.221944444;0.216977273;0.208795455;0.205534884;0.234607143;0.23589011;0.22608;0.224622642;0.222679245;0.228202703;0.237;0.23402381;0.230576923;0.223333333;0.257;0.264866667;0.2558125;0.252354839;0.2488125;0.245428571;0.2415;0.238014286;0.229171053;0.2202;0.278470588;0.280615385;0.270724138;0.269085714;0.266375;0.265182927;0.265723404;0.259792683;0.249234375;0.23675
0.104;0.1035;0.103472222;0.104375;0.104060606;0.103878788;0.103290909;0.10377193;0.102764706;0.103951613;0.112317073;0.114164063;0.114419118;0.11605;0.116057143;0.116007463;0.118276316;0.117685185;0.11506383;0.114769231;0.123636364;0.125413793;0.124866667;0.125616667;0.125966667;0.123575;0.12252;0.122104348;0.119582915;0.118837104;0.130078947;0.13477907;0.135467391;0.139025;0.1388;0.139235772;0.141428571;0.141138211;0.137466165;0.13424
